empresa_id,rubro,anio,mes,mes_inicio,ingresos_15,gastos_fijos_15,gastos_variables_15,gastos_totales_15,ventas_15,activos_corrientes_15,pasivos_corrientes_15,margen_ganancia_15,liquidez_corriente_15,riesgo_15,prob_riesgo_15,ingresos_mes,gastos_fijos_mes,gastos_variables_mes,gastos_totales_mes,ventas_mes,activos_corrientes_mes,pasivos_corrientes_mes,utilidad_mes,margen_ganancia_mes,liquidez_corriente_mes,riesgo_fin_mes,prob_riesgo_fin_mes,mes_bueno,es_sintetico,riesgo_original_dataset
E072,Tecnología,2022,4,2022-04-01,4221.69,2193.02,1736.87,3929.9,116,28549.55,46095.75,0.069117,0.619353,ALTO,0.6956,7836.31,3851.41,3156.3,7007.71,202,28938.06,45593.42,828.6,0.105738,0.634698,ALTO,0.6702,1,1,
E072,Tecnología,2022,5,2022-05-01,10098.93,3892.28,3018.84,6911.12,242,36510.29,41533.11,0.315659,0.879065,MEDIO,0.5287,15766.79,7565.63,4708.46,12274.09,364,39556.27,39742.04,3492.7,0.221523,0.995326,MEDIO,0.5524,1,1,
E072,Tecnología,2022,6,2022-06-01,3318.33,1945.6,1641.37,3586.97,108,17585.3,30350.79,-0.080959,0.579402,ALTO,0.7972,7060.7,3423.4,3129.39,6552.79,223,18036.0,30254.37,507.91,0.071934,0.596145,ALTO,0.6955,1,1,
E072,Tecnología,2022,7,2022-07-01,4580.13,2177.64,1293.24,3470.88,118,23327.03,44899.7,0.242186,0.519536,MEDIO,0.5982,9325.43,4496.16,2968.06,7464.22,232,24250.92,41821.96,1861.21,0.199584,0.579861,ALTO,0.6169,1,1,
E072,Tecnología,2022,8,2022-08-01,3438.83,2212.64,991.63,3204.27,111,17950.9,21128.75,0.068208,0.849596,ALTO,0.6716,8717.29,4683.46,2551.67,7235.12,257,17676.76,20819.37,1482.16,0.170026,0.849053,ALTO,0.6066,1,1,
E072,Tecnología,2022,9,2022-09-01,2289.67,1952.91,580.63,2533.55,54,22047.16,37999.4,-0.106513,0.580198,ALTO,0.8124,6306.76,3175.14,1939.94,5115.08,172,21740.37,37536.56,1191.68,0.188953,0.579179,ALTO,0.623,1,1,
E072,Tecnología,2022,10,2022-10-01,2228.63,1417.01,903.17,2320.18,57,20015.86,27196.27,-0.041077,0.735978,ALTO,0.7586,5847.6,2948.69,2205.33,5154.02,158,20008.28,25569.36,693.58,0.118609,0.78251,ALTO,0.6472,1,1,
E072,Tecnología,2022,11,2022-11-01,4723.65,2671.79,1568.44,4240.23,205,19653.89,26778.17,0.102342,0.733952,ALTO,0.6632,8575.96,3978.19,2701.93,6680.13,348,20070.03,27519.1,1895.84,0.221064,0.729313,ALTO,0.5924,1,1,
E072,Tecnología,2022,12,2022-12-01,3795.25,2079.94,1452.11,3532.05,139,14359.87,15940.34,0.069348,0.900851,ALTO,0.663,6625.46,3455.47,2499.21,5954.68,229,14951.76,15700.83,670.78,0.101242,0.952291,ALTO,0.6329,1,1,
E072,Tecnología,2023,1,2023-01-01,8689.99,2673.05,2987.22,5660.27,222,24637.8,32516.14,0.348644,0.75771,MEDIO,0.5321,12161.0,6089.38,4306.55,10395.93,344,24909.13,31700.32,1765.07,0.145142,0.785769,ALTO,0.6301,1,1,
E072,Tecnología,2023,2,2023-02-01,5461.73,4460.24,1893.53,6353.78,183,27131.31,50591.09,-0.163328,0.536286,ALTO,0.8463,15192.82,7758.86,5432.76,13191.62,517,28807.44,50339.56,2001.2,0.13172,0.572262,ALTO,0.6581,1,1,
E072,Tecnología,2023,3,2023-03-01,3467.17,2052.96,2104.96,4157.91,77,22596.08,32592.21,-0.199225,0.693297,ALTO,0.8514,7579.11,3572.98,4784.42,8357.4,170,21931.06,31845.07,-778.29,-0.102689,0.68868,ALTO,0.8014,0,1,
E072,Tecnología,2023,4,2023-04-01,2693.89,1447.99,982.19,2430.18,87,15526.38,17861.34,0.09789,0.869273,MEDIO,0.649,5949.83,2683.79,1956.12,4639.9,185,15840.88,17644.15,1309.92,0.220162,0.897798,MEDIO,0.5708,1,1,
E072,Tecnología,2023,5,2023-05-01,6677.19,4227.25,2736.23,6963.48,175,44602.48,51565.35,-0.042876,0.86497,ALTO,0.7435,14925.13,7453.24,5822.79,13276.03,390,47242.37,51067.87,1649.11,0.110492,0.92509,ALTO,0.6318,1,1,
E072,Tecnología,2023,6,2023-06-01,3109.82,2031.86,1233.85,3265.71,111,13448.32,18495.37,-0.050129,0.727118,ALTO,0.7654,7547.53,3256.15,2570.97,5827.12,318,13436.55,18577.77,1720.41,0.227943,0.72326,ALTO,0.5894,1,1,
E072,Tecnología,2023,7,2023-07-01,3733.24,2313.86,1230.64,3544.5,145,13426.05,22059.67,0.050558,0.608624,ALTO,0.7089,7225.26,3445.81,2501.97,5947.78,264,13790.37,21056.63,1277.47,0.176807,0.654918,ALTO,0.6242,1,1,
E072,Tecnología,2023,8,2023-08-01,4665.84,2545.41,1477.54,4022.95,124,26539.95,36139.31,0.137785,0.734379,MEDIO,0.6405,10515.18,4974.83,3423.21,8398.04,283,27920.63,35070.61,2117.14,0.201341,0.796126,ALTO,0.5956,1,1,
E072,Tecnología,2023,9,2023-09-01,4323.74,2362.09,1819.45,4181.54,122,26307.48,42412.84,0.03289,0.620272,ALTO,0.7199,8050.02,3943.75,3028.08,6971.83,204,27104.94,43273.43,1078.19,0.133936,0.626364,ALTO,0.6527,1,1,
E072,Tecnología,2023,10,2023-10-01,3164.77,1835.24,939.6,2774.83,106,8884.1,10018.25,0.123211,0.886791,MEDIO,0.6299,6411.92,3178.99,2206.21,5385.2,201,9217.47,9583.92,1026.72,0.160126,0.961764,ALTO,0.5939,1,1,
E072,Tecnología,2023,11,2023-11-01,3856.25,1963.54,2923.89,4887.43,95,14582.79,16682.46,-0.267405,0.874139,ALTO,0.8571,5557.5,2904.46,4183.72,7088.17,147,14309.15,16697.99,-1530.67,-0.275425,0.856938,ALTO,0.8625,0,1,
E072,Tecnología,2023,12,2023-12-01,3767.42,2082.93,1285.72,3368.64,160,18728.55,27479.48,0.105849,0.681547,ALTO,0.6661,7609.68,3555.07,2574.94,6130.01,356,19829.2,25983.5,1479.67,0.194446,0.763146,ALTO,0.6034,1,1,
E072,Tecnología,2024,1,2024-01-01,5374.21,2864.08,1622.91,4487.0,259,19486.69,27938.11,0.165086,0.697495,MEDIO,0.6274,10858.63,5069.61,3443.77,8513.38,576,20621.19,28634.61,2345.25,0.21598,0.720149,ALTO,0.5961,1,1,
E072,Tecnología,2024,2,2024-02-01,4662.65,2680.55,1601.55,4282.1,166,26053.01,38040.81,0.081617,0.68487,ALTO,0.6817,7684.01,3751.47,2419.74,6171.21,258,27279.82,37158.38,1512.8,0.196877,0.73415,ALTO,0.6052,1,1,
E072,Tecnología,2024,3,2024-03-01,2945.32,2033.52,1194.47,3227.99,83,14745.74,21602.09,-0.095974,0.682607,ALTO,0.798,7742.72,3725.27,2705.21,6430.48,204,16113.82,20886.39,1312.25,0.169481,0.771499,ALTO,0.617,1,1,
E072,Tecnología,2024,4,2024-04-01,4889.95,1679.23,1639.64,3318.87,226,13831.09,23106.49,0.321287,0.598581,MEDIO,0.557,7426.82,3545.03,2320.67,5865.69,319,14551.37,23566.63,1561.12,0.210201,0.617457,ALTO,0.6083,1,1,
E072,Tecnología,2024,5,2024-05-01,3842.57,3950.63,1394.51,5345.14,114,31364.17,35712.68,-0.391033,0.878236,ALTO,0.8911,10139.59,6064.54,3851.31,9915.84,281,31504.17,35297.13,223.75,0.022067,0.892542,ALTO,0.6962,1,1,
E072,Tecnología,2024,6,2024-06-01,3484.24,1741.05,1406.6,3147.66,103,11880.0,15287.39,0.096601,0.777111,ALTO,0.6622,6702.84,3041.25,2753.93,5795.17,196,12274.78,15595.35,907.67,0.135416,0.787079,ALTO,0.636,1,1,
E072,Tecnología,2024,7,2024-07-01,3264.2,2398.2,876.08,3274.28,80,20773.16,24952.92,-0.003089,0.832494,ALTO,0.722,8044.72,4079.32,2436.33,6515.65,191,20608.54,24343.98,1529.06,0.19007,0.846556,ALTO,0.5953,1,1,
E072,Tecnología,2024,8,2024-08-01,4318.01,2714.83,1664.92,4379.75,107,25084.23,34961.71,-0.014297,0.717477,ALTO,0.743,8783.02,4242.32,3297.13,7539.44,226,26736.51,34922.34,1243.58,0.141589,0.765599,ALTO,0.6347,1,1,
E072,Tecnología,2024,9,2024-09-01,3499.08,2380.3,1245.05,3625.35,105,27220.88,42398.69,-0.036087,0.642022,ALTO,0.7642,8149.26,3733.47,2887.8,6621.27,226,29168.5,40326.98,1527.98,0.1875,0.7233,ALTO,0.6116,1,1,
E072,Tecnología,2024,10,2024-10-01,3926.84,2397.27,1597.75,3995.02,155,17683.0,24112.64,-0.017364,0.73335,ALTO,0.7434,8493.91,4311.43,3258.62,7570.05,329,17936.27,23670.94,923.86,0.108767,0.757734,ALTO,0.6565,1,1,
E072,Tecnología,2024,11,2024-11-01,4432.09,2507.13,1736.52,4243.65,91,22007.29,37307.76,0.042518,0.589885,ALTO,0.7157,9985.26,4619.82,3453.89,8073.71,203,22700.06,35325.57,1911.56,0.191438,0.642596,ALTO,0.6168,1,1,
E072,Tecnología,2024,12,2024-12-01,4865.73,2671.67,1748.34,4420.0,200,25820.07,36984.4,0.091604,0.698134,ALTO,0.6739,9325.63,4042.02,3372.63,7414.65,378,27095.04,36069.86,1910.98,0.204917,0.751182,ALTO,0.5989,1,1,
E072,Tecnología,2025,1,2025-01-01,4495.32,2320.43,1579.95,3900.38,110,20903.34,28695.23,0.132346,0.728461,MEDIO,0.6445,7654.57,3626.82,2537.64,6164.46,184,21474.28,29089.2,1490.11,0.19467,0.738222,ALTO,0.606,1,1,
E072,Tecnología,2025,2,2025-02-01,5464.5,4020.48,2412.14,6432.63,147,28881.7,36594.28,-0.177167,0.789241,ALTO,0.8307,12771.73,5925.88,4687.02,10612.89,312,30219.61,34531.11,2158.84,0.169033,0.875142,ALTO,0.6033,1,1,
E072,Tecnología,2025,3,2025-03-01,3633.74,2119.03,1289.44,3408.47,125,16533.95,20679.87,0.061993,0.799519,ALTO,0.6825,7528.26,3614.28,2608.82,6223.1,267,16440.18,19990.51,1305.16,0.173368,0.822399,ALTO,0.6083,1,1,
E072,Tecnología,2025,4,2025-04-01,4510.91,2094.76,1723.04,3817.8,156,20761.15,28139.92,0.153651,0.737783,MEDIO,0.6303,10073.5,5052.94,3898.7,8951.65,339,21048.54,27185.43,1121.86,0.111367,0.774258,ALTO,0.6529,1,1,
E072,Tecnología,2025,5,2025-05-01,4706.35,2304.51,1794.48,4098.99,194,17660.15,21799.01,0.129051,0.810135,MEDIO,0.6371,9959.97,4429.99,3330.45,7760.44,391,16944.71,21320.5,2199.53,0.220837,0.794762,ALTO,0.5851,1,1,
E072,Tecnología,2025,6,2025-06-01,3572.96,1701.99,1090.67,2792.66,146,26375.86,39400.89,0.218391,0.669423,MEDIO,0.5995,6919.44,3313.22,2166.36,5479.58,251,27636.57,37483.44,1439.85,0.208088,0.737301,ALTO,0.5986,1,1,
E072,Tecnología,2025,7,2025-07-01,3894.38,2033.76,1274.75,3308.51,163,22539.4,33967.52,0.150439,0.663557,MEDIO,0.6394,8938.76,4466.83,3372.0,7838.83,357,23535.01,32501.24,1099.92,0.123051,0.724127,ALTO,0.6509,1,1,
E072,Tecnología,2025,8,2025-08-01,5493.33,3168.84,2107.75,5276.59,142,23987.39,24990.97,0.039455,0.959842,ALTO,0.6728,10738.14,5245.97,3809.52,9055.49,251,23896.83,24545.83,1682.65,0.156699,0.97356,ALTO,0.5938,1,1,
E072,Tecnología,2025,9,2025-09-01,4252.89,2741.56,1352.44,4093.99,176,24347.05,40895.05,0.037363,0.595354,ALTO,0.7188,9066.91,4583.68,3006.65,7590.32,385,26303.83,39123.3,1476.58,0.162854,0.672332,ALTO,0.631,1,1,
E072,Tecnología,2025,10,2025-10-01,3259.54,1816.68,967.89,2784.58,81,11367.34,12776.64,0.145716,0.889697,MEDIO,0.6152,6785.3,3487.23,2149.97,5637.2,175,11395.4,12491.48,1148.11,0.169205,0.912254,ALTO,0.5973,1,1,
E072,Tecnología,2025,11,2025-11-01,3794.4,2118.68,1250.5,3369.18,99,15911.72,23220.42,0.112063,0.685247,ALTO,0.6617,8239.22,3973.32,2831.66,6804.98,234,17180.4,22069.4,1434.24,0.174074,0.778471,ALTO,0.6134,1,1,
E072,Tecnología,2025,12,2025-12-01,4408.08,2006.79,1513.58,3520.37,191,20088.71,28451.89,0.201384,0.706059,MEDIO,0.6055,7376.5,3335.1,2730.54,6065.64,330,20036.53,28334.54,1310.85,0.177707,0.707142,ALTO,0.6189,1,1,
E073,Transporte,2021,1,2021-01-01,6287.57,4170.16,1615.83,5785.99,181,16489.61,25246.5,0.079774,0.653144,ALTO,0.6858,14782.37,7914.35,3422.16,11336.51,377,16608.33,24550.43,3445.86,0.233106,0.676499,ALTO,0.5911,1,1,
E073,Transporte,2021,2,2021-02-01,6921.06,5981.17,1430.09,7411.26,171,21418.34,29590.93,-0.070827,0.723814,ALTO,0.7788,14686.0,8024.58,3107.36,11131.95,367,21581.91,29014.54,3554.05,0.242003,0.743831,MEDIO,0.58,1,1,
E073,Transporte,2021,3,2021-03-01,6350.74,3952.42,1573.39,5525.81,150,17926.81,22154.33,0.129896,0.809179,MEDIO,0.6367,13122.3,7881.54,3495.02,11376.57,298,18876.93,22173.93,1745.73,0.133036,0.851312,ALTO,0.629,1,1,
E073,Transporte,2021,4,2021-04-01,4722.08,5596.65,909.4,6506.05,67,22783.75,26979.4,-0.377793,0.844487,ALTO,0.8932,13868.34,8342.75,3003.77,11346.52,214,25467.94,26260.48,2521.82,0.18184,0.96982,MEDIO,0.5795,1,1,
E073,Transporte,2021,5,2021-05-01,5750.0,4135.7,1776.89,5912.58,156,20882.17,26636.59,-0.028276,0.783965,ALTO,0.7449,13273.71,7660.65,3464.57,11125.22,350,21389.88,26560.09,2148.49,0.16186,0.805339,ALTO,0.6174,1,1,
E073,Transporte,2021,6,2021-06-01,7018.96,5109.2,1412.76,6521.96,115,25953.64,31258.02,0.070808,0.830303,ALTO,0.6726,15313.16,8006.62,3441.88,11448.5,264,26084.0,30435.13,3864.67,0.252375,0.857036,MEDIO,0.5605,1,1,
E073,Transporte,2021,7,2021-07-01,5612.83,3024.07,2418.56,5442.63,125,13571.65,16462.07,0.030322,0.824419,ALTO,0.7006,9229.46,5509.99,3472.22,8982.21,206,13686.75,15595.04,247.25,0.026789,0.877635,ALTO,0.6954,1,1,
E073,Transporte,2021,8,2021-08-01,4936.02,3447.19,1060.91,4508.1,113,9989.27,11946.1,0.086694,0.836195,ALTO,0.6612,10035.06,5619.52,2227.32,7846.84,222,9861.39,10963.51,2188.22,0.218058,0.899474,MEDIO,0.5716,1,1,
E073,Transporte,2021,9,2021-09-01,6645.57,3548.44,1624.92,5173.37,114,28769.81,34252.19,0.221532,0.839941,MEDIO,0.5788,12597.54,6991.07,3074.68,10065.75,201,30112.95,33260.08,2531.8,0.200975,0.905378,MEDIO,0.5801,1,1,
E073,Transporte,2021,10,2021-10-01,3111.44,2032.88,675.17,2708.06,34,8238.72,8587.74,0.129644,0.959358,MEDIO,0.6133,5861.36,3669.51,1201.67,4871.18,62,8263.09,8616.25,990.17,0.168933,0.959012,ALTO,0.5892,1,1,
E073,Transporte,2021,11,2021-11-01,4558.61,3301.17,1232.29,4533.46,92,20152.94,22746.64,0.005517,0.885974,ALTO,0.7084,10019.44,6019.56,2570.32,8589.88,202,20359.29,22226.52,1429.56,0.142679,0.915991,ALTO,0.6128,1,1,
E073,Transporte,2021,12,2021-12-01,4739.76,2482.53,987.85,3470.38,128,10382.72,14834.68,0.267815,0.699895,MEDIO,0.5718,8552.24,4694.49,1834.13,6528.62,236,10941.13,14583.67,2023.62,0.236619,0.750232,MEDIO,0.582,1,1,
E073,Transporte,2022,1,2022-01-01,7627.98,4899.07,1890.16,6789.23,193,11195.67,12931.14,0.109957,0.865791,MEDIO,0.6417,11731.23,6706.68,2806.44,9513.12,299,11511.32,12614.65,2218.11,0.189077,0.912535,ALTO,0.5856,1,1,
E073,Transporte,2022,2,2022-02-01,6302.69,4242.29,1275.72,5518.01,131,17459.51,21167.42,0.124499,0.824829,MEDIO,0.6381,14754.35,7722.88,2744.59,10467.47,321,17805.53,21383.41,4286.88,0.29055,0.83268,MEDIO,0.5461,1,1,
E073,Transporte,2022,3,2022-03-01,4670.03,2455.0,1231.13,3686.13,116,18598.91,16808.89,0.210684,1.106493,MEDIO,0.5336,9788.88,5669.32,2338.44,8007.76,241,18702.7,18077.26,1781.12,0.181954,1.034598,MEDIO,0.5663,1,1,
E073,Transporte,2022,4,2022-04-01,4578.98,5347.06,1636.23,6983.3,127,21779.66,23434.11,-0.525076,0.9294,ALTO,0.9035,11969.75,7365.22,4144.57,11509.79,325,21922.34,23071.38,459.95,0.038426,0.950196,ALTO,0.6753,1,1,
E073,Transporte,2022,5,2022-05-01,6341.01,4152.79,1862.81,6015.59,92,21392.83,29398.43,0.051319,0.727686,ALTO,0.6979,16526.18,9193.11,4031.91,13225.01,228,22346.85,27097.51,3301.17,0.199754,0.824683,ALTO,0.5928,1,1,
E073,Transporte,2022,6,2022-06-01,5377.59,3919.8,1603.24,5523.04,118,23084.33,29237.87,-0.027049,0.789535,ALTO,0.7434,13510.87,8242.55,3700.79,11943.34,278,22935.77,28695.75,1567.53,0.11602,0.799274,ALTO,0.6469,1,1,
E073,Transporte,2022,7,2022-07-01,3418.64,1743.62,771.45,2515.08,82,10273.98,10653.54,0.264305,0.964372,MEDIO,0.5368,10760.51,5661.17,2468.54,8129.7,258,10628.0,10491.32,2630.8,0.244487,1.013029,MEDIO,0.5369,1,1,
E073,Transporte,2022,8,2022-08-01,13253.87,10364.98,2852.3,13217.29,227,24852.59,35448.11,0.00276,0.701098,ALTO,0.7333,24637.81,14369.62,5182.71,19552.34,423,27040.95,33240.57,5085.47,0.206409,0.813493,ALTO,0.5906,1,1,
E073,Transporte,2022,9,2022-09-01,4552.98,2169.96,876.76,3046.73,93,14246.22,14504.02,0.330828,0.982226,MEDIO,0.5046,10210.07,5428.97,2169.26,7598.23,208,13716.24,13301.17,2611.84,0.25581,1.031205,MEDIO,0.5274,1,1,
E073,Transporte,2022,10,2022-10-01,5409.47,2948.97,948.53,3897.5,90,13756.6,15692.54,0.279504,0.876633,MEDIO,0.5447,10435.14,5188.7,2005.21,7193.91,179,13685.5,15082.98,3241.23,0.310607,0.907347,MEDIO,0.5263,1,1,
E073,Transporte,2022,11,2022-11-01,7804.73,4801.32,1701.64,6502.95,281,25837.69,27815.25,0.166793,0.928904,MEDIO,0.5959,14899.2,8847.63,3463.33,12310.96,517,26262.51,26628.23,2588.24,0.173717,0.986266,MEDIO,0.5811,1,1,
E073,Transporte,2022,12,2022-12-01,6208.6,2628.66,1442.09,4070.75,126,12094.91,13087.12,0.344336,0.924184,MEDIO,0.5102,10090.91,5360.88,2403.95,7764.84,199,12704.1,13265.11,2326.07,0.230512,0.957708,MEDIO,0.5549,1,1,
E073,Transporte,2023,1,2023-01-01,7563.46,3134.84,1676.48,4811.32,171,11717.48,14912.43,0.363872,0.785752,MEDIO,0.5234,11470.76,6420.68,2356.5,8777.18,263,12292.9,13943.82,2693.58,0.234822,0.881602,MEDIO,0.5656,1,1,
E073,Transporte,2023,2,2023-02-01,4044.04,3947.18,831.22,4778.4,114,13956.83,18750.68,-0.18159,0.744338,ALTO,0.838,12104.25,6744.24,2578.09,9322.33,369,14341.85,17813.49,2781.92,0.22983,0.805112,MEDIO,0.579,1,1,
E073,Transporte,2023,3,2023-03-01,3583.55,2738.88,775.4,3514.28,56,9782.7,10547.67,0.019332,0.927475,ALTO,0.6922,7921.18,4136.83,1843.3,5980.13,139,9805.82,10557.82,1941.06,0.245046,0.928773,MEDIO,0.5527,1,1,
E073,Transporte,2023,4,2023-04-01,8297.68,5053.55,1996.97,7050.52,210,22135.76,28013.33,0.150302,0.790187,MEDIO,0.6264,16618.84,9342.74,3250.14,12592.88,461,21538.57,28144.57,4025.96,0.242253,0.765283,MEDIO,0.5775,1,1,
E073,Transporte,2023,5,2023-05-01,8030.28,5070.68,1471.35,6542.03,166,18361.57,19082.27,0.18533,0.962232,MEDIO,0.5789,13613.99,7349.03,2185.78,9534.81,288,19092.0,18786.71,4079.17,0.299631,1.016251,MEDIO,0.5105,1,1,
E073,Transporte,2023,6,2023-06-01,3361.13,2942.07,582.79,3524.85,70,12530.17,15400.0,-0.048711,0.813648,ALTO,0.7544,7669.09,4981.64,1401.3,6382.94,159,13293.88,15630.72,1286.14,0.167705,0.850497,ALTO,0.6078,1,1,
E073,Transporte,2023,7,2023-07-01,4788.38,2911.38,864.52,3775.9,114,16002.42,22044.43,0.211444,0.725917,MEDIO,0.5979,10593.33,5221.07,2084.41,7305.48,251,16278.92,21576.95,3287.85,0.31037,0.754459,MEDIO,0.5473,1,1,
E073,Transporte,2023,8,2023-08-01,6308.39,4600.17,1546.3,6146.47,97,14067.14,17409.45,0.025667,0.808017,ALTO,0.7059,13043.03,7386.66,3079.27,10465.93,199,15002.89,17720.55,2577.1,0.197584,0.846638,ALTO,0.591,1,1,
E073,Transporte,2023,9,2023-09-01,5848.74,5404.12,1366.27,6770.4,129,17771.8,22512.27,-0.157582,0.789428,ALTO,0.8209,11493.31,6972.43,2448.7,9421.12,242,18535.98,22081.48,2072.19,0.180295,0.839436,ALTO,0.6019,1,1,
E073,Transporte,2023,10,2023-10-01,8694.31,4646.59,2729.05,7375.64,308,14524.05,16671.73,0.15167,0.871179,MEDIO,0.6144,12549.56,7446.46,3734.38,11180.84,502,14112.91,15967.45,1368.72,0.109066,0.883855,ALTO,0.6395,1,1,
E073,Transporte,2023,11,2023-11-01,4860.44,5275.9,1075.73,6351.63,120,18100.11,24342.85,-0.306802,0.74355,ALTO,0.887,13593.39,7742.71,3108.55,10851.26,346,18662.03,22959.88,2742.13,0.201725,0.81281,ALTO,0.5933,1,1,
E073,Transporte,2023,12,2023-12-01,4507.56,4016.77,1002.17,5018.94,107,14757.64,16828.32,-0.113448,0.876952,ALTO,0.7849,10910.67,6308.51,2312.26,8620.77,255,15967.84,16266.46,2289.9,0.209877,0.981642,MEDIO,0.5614,1,1,
E073,Transporte,2024,1,2024-01-01,8777.29,4578.66,1784.95,6363.61,171,29572.22,32545.18,0.274991,0.908651,MEDIO,0.5416,17455.45,10564.84,3662.59,14227.43,320,29425.02,32344.56,3228.02,0.184929,0.909736,ALTO,0.5885,1,1,
E073,Transporte,2024,2,2024-02-01,4960.2,3107.39,1044.0,4151.39,75,13245.77,15268.62,0.16306,0.867516,MEDIO,0.6081,11611.82,6702.15,2512.28,9214.43,186,13035.95,15238.19,2397.39,0.206461,0.855479,ALTO,0.5847,1,1,
E073,Transporte,2024,3,2024-03-01,7952.5,4674.03,1953.33,6627.36,117,20886.42,28663.76,0.166633,0.72867,MEDIO,0.6234,15798.69,8053.41,3733.72,11787.14,247,21094.78,28808.27,4011.55,0.253917,0.732247,MEDIO,0.5752,1,1,
E073,Transporte,2024,4,2024-04-01,5447.57,3583.38,1263.83,4847.21,147,22553.7,27675.8,0.110209,0.814925,MEDIO,0.6486,13171.06,7582.54,2889.29,10471.83,357,23526.26,25371.97,2699.23,0.204936,0.927254,MEDIO,0.5741,1,1,
E073,Transporte,2024,5,2024-05-01,6055.09,3073.67,1715.13,4788.81,171,12436.69,17006.94,0.209127,0.731271,MEDIO,0.5987,12070.74,7032.61,3637.25,10669.86,335,13466.14,16288.73,1400.87,0.116055,0.826715,ALTO,0.6433,1,1,
E073,Transporte,2024,6,2024-06-01,6303.95,3886.48,1375.08,5261.56,157,14345.35,15797.64,0.165356,0.908069,MEDIO,0.6003,10639.81,5873.81,2180.72,8054.53,253,13968.51,14827.53,2585.28,0.242981,0.942066,MEDIO,0.5514,1,1,
E073,Transporte,2024,7,2024-07-01,5573.66,3634.62,1315.5,4950.12,164,19827.97,23994.7,0.111873,0.826348,MEDIO,0.646,12847.84,7588.47,2932.89,10521.36,386,20150.44,24719.73,2326.48,0.18108,0.815156,ALTO,0.6047,1,1,
E073,Transporte,2024,8,2024-08-01,5724.34,4125.27,1189.79,5315.06,113,18742.73,17285.38,0.071497,1.084311,MEDIO,0.625,12407.59,7609.55,2393.03,10002.58,245,19262.89,17317.65,2405.01,0.193834,1.112327,MEDIO,0.5416,1,1,
E073,Transporte,2024,9,2024-09-01,3518.84,4502.41,801.93,5304.34,98,13886.86,15694.75,-0.507411,0.884809,ALTO,0.9088,11499.4,6635.31,2565.94,9201.25,299,14289.82,15543.25,2298.15,0.199849,0.919359,MEDIO,0.5783,1,1,
E073,Transporte,2024,10,2024-10-01,4880.63,3613.7,1077.91,4691.61,90,10003.6,10571.43,0.038729,0.946286,ALTO,0.6758,10511.17,5921.03,2170.25,8091.28,223,10368.66,10633.59,2419.89,0.230221,0.975086,MEDIO,0.5518,1,1,
E073,Transporte,2024,11,2024-11-01,5522.74,3892.71,915.12,4807.83,155,11326.7,13767.83,0.129448,0.822693,MEDIO,0.6352,11051.28,5821.8,2132.63,7954.43,321,11586.38,13700.0,3096.86,0.280226,0.845721,MEDIO,0.5489,1,1,
E073,Transporte,2024,12,2024-12-01,4536.56,3881.79,950.86,4832.65,87,18415.12,20451.53,-0.065266,0.900428,ALTO,0.7522,12123.05,6531.29,2714.17,9245.46,222,18127.18,20116.09,2877.59,0.237365,0.901128,MEDIO,0.5612,1,1,
E073,Transporte,2025,1,2025-01-01,4532.26,3216.42,1044.15,4260.57,90,18049.85,21066.54,0.059946,0.856802,ALTO,0.6761,10901.03,7000.31,2510.52,9510.83,209,18801.57,20541.14,1390.2,0.127529,0.915313,ALTO,0.6225,1,1,
E073,Transporte,2025,2,2025-02-01,7167.11,4426.06,1466.35,5892.42,191,20335.97,24869.14,0.177853,0.817719,MEDIO,0.6063,16185.54,8799.33,3176.09,11975.42,406,21063.1,24779.93,4210.12,0.260116,0.850006,MEDIO,0.5577,1,1,
E073,Transporte,2025,3,2025-03-01,4816.65,3075.78,1247.55,4323.34,110,18112.31,22898.18,0.102419,0.790993,ALTO,0.6567,10008.02,5633.03,2323.81,7956.84,242,17988.19,22811.59,2051.18,0.204954,0.788555,ALTO,0.5945,1,1,
E073,Transporte,2025,4,2025-04-01,5869.75,2993.43,1207.61,4201.04,156,14413.16,13346.28,0.28429,1.079939,MEDIO,0.5032,11124.76,6454.58,2380.61,8835.2,305,14482.55,13903.55,2289.57,0.205808,1.041644,MEDIO,0.5512,1,1,
E073,Transporte,2025,5,2025-05-01,4910.0,4770.81,1223.25,5994.06,95,13708.96,17905.59,-0.220785,0.765624,ALTO,0.8534,13354.86,7978.39,2942.38,10920.77,257,14642.7,18141.01,2434.09,0.182262,0.80716,ALTO,0.6051,1,1,
E073,Transporte,2025,6,2025-06-01,5630.99,3268.16,983.98,4252.14,179,11478.29,11890.77,0.244869,0.965311,MEDIO,0.5461,8704.89,4860.78,1672.55,6533.33,244,11965.91,11893.81,2171.56,0.249465,1.006063,MEDIO,0.5358,1,1,
E073,Transporte,2025,7,2025-07-01,8178.08,5001.89,2133.68,7135.57,122,22747.63,35968.45,0.127476,0.632433,ALTO,0.6563,15432.9,8844.23,3341.32,12185.55,260,23424.05,36246.89,3247.35,0.210417,0.646236,ALTO,0.6059,1,1,
E073,Transporte,2025,8,2025-08-01,9079.03,4793.92,2030.29,6824.21,508,20063.33,20102.13,0.248355,0.99807,MEDIO,0.538,16462.73,9545.93,3566.43,13112.36,901,20739.57,18644.01,3350.36,0.203512,1.112399,MEDIO,0.5361,1,1,
